lemma[key],pos[key],positive,negative,sentiment,ambiguous,ambiguous-when-modified,positive-when-modified
essential,n,1,0,0,0,0,0
establish,v,1,0,0,0,0,0
established,a,1,0,0,0,0,0
ethical,a,1,0,0,0,0,0
evenly,r,1,0,0,0,0,0
everlasting,a,1,0,0,0,0,0
evict,v,0,1,0,0,0,0
evil,n,0,1,0,0,0,0
exactly,r,1,0,0,0,0,0
exaggeration,n,0,1,0,0,0,0
excel,v,1,0,0,0,0,0
excellence,n,1,0,0,0,0,0
excellent,a,1,0,0,0,0,0
exception,n,0,1,0,0,0,0
exceptional,a,0,0,1,0,0,0
unique,a,0,0,1,0,0,0
excessive,a,0,1,0,0,0,0
exclusion,n,0,1,0,0,0,0
excommunication,n,0,1,0,0,0,0
execute,v,0,1,0,0,0,0
exempt,a,0,1,0,0,0,0
exhaust,v,0,1,0,0,0,0
exhaustion,a,0,1,0,0,0,0
exile,v,0,1,0,0,0,0
exotic,a,1,0,0,0,0,0
expel,v,0,1,0,0,0,0
expensive,a,0,1,0,0,0,0
experienced,a,1,0,0,0,0,0
explode,v,0,1,0,0,0,0
exploit,v,0,1,0,0,0,0
exquisite,a,1,0,0,0,0,0
exterminate,v,0,1,0,0,0,0
extinct,a,0,1,0,0,0,0
extinguish,v,0,1,0,0,0,0
extol,v,1,0,0,0,0,0
extraordinary,a,1,0,0,0,0,0
extravagance,n,1,0,0,0,0,0
extravagant,a,0,1,0,0,0,0
fabricate,v,0,1,0,0,0,0
fabrication,n,0,1,0,0,0,0
fabulous,a,1,0,0,0,0,0
facilitate,v,1,0,0,0,0,0
factual,a,1,0,0,0,0,0
fail,n,0,1,0,0,0,0
fail,v,0,1,0,0,0,0
failure,n,0,1,0,0,0,0
fairness,n,1,0,0,0,0,0
faith,n,1,0,0,0,0,0
faithful,a,1,0,0,0,0,0
faithfulness,n,1,0,0,0,0,0
fake,a,0,1,0,0,0,0
fallacy,n,0,1,0,0,0,0
fallout,n,0,1,0,0,0,0
falsehood,n,0,1,0,0,0,0
falter,v,0,1,0,0,0,0
familiarize,v,1,0,0,0,0,0
famine,n,0,1,0,0,0,0
famished,a,0,1,0,0,0,0
famous,a,1,0,0,0,0,0
fan,n,1,0,0,0,0,0
fanatic,n,0,1,0,0,0,0
fanatical,a,0,1,0,0,0,0
fantastic,a,1,0,0,0,0,0
farsighted,a,1,0,0,0,0,0
fascist,a,0,1,0,0,0,0
fashionable,a,1,0,0,0,0,0
fatal,a,0,1,0,0,0,0
fatalistic,a,0,1,0,0,0,0
fault,n,0,1,0,0,0,0
favor,n,1,0,0,0,0,0
favor,v,1,0,0,0,0,0
favored,a,1,0,0,0,0,0
fearless,a,1,0,0,0,0,0
feasible,a,1,0,0,0,0,0
feign,v,0,1,0,0,0,0
feint,v,0,1,0,0,0,0
fellowship,n,1,0,0,0,0,0
fertile,a,1,0,0,0,0,0
festive,a,1,0,0,0,0,0
feud,n,0,1,0,0,0,0
feudal,a,0,1,0,0,0,0
fever,n,0,1,0,0,0,0
fickle,a,0,1,0,0,0,0
fidget,v,0,1,0,0,0,0
fiend,n,0,1,0,0,0,0
fighter,n,0,1,0,0,0,0
fighting,n,0,1,0,0,0,0
filial,a,1,0,0,0,0,0
filth,n,0,1,0,0,0,0
filthy,a,0,1,0,0,0,0
finely,r,1,0,0,0,0,0
firmness,n,1,0,0,0,0,0
fist,n,0,1,0,0,0,0
fitting,n,1,0,0,0,0,0
flagrant,a,0,1,0,0,0,0
flair,n,1,0,0,0,0,0
flashy,a,1,0,0,0,0,0
flatter,v,1,0,0,0,0,0
flaunt,v,1,0,0,0,0,0
flawless,a,1,0,0,0,0,0
flee,v,0,1,0,0,0,0
fleeting,a,0,1,0,0,0,0
flexible,a,1,0,0,0,0,0
flimsy,a,0,1,0,0,0,0
flounder,v,0,1,0,0,0,0
fluent,a,1,0,0,0,0,0
foe,n,0,1,0,0,0,0
foolishness,n,0,1,0,0,0,0
forced,a,0,1,0,0,0,0
foreboding,a,0,1,0,0,0,0
foresight,n,1,0,0,0,0,0
forfeit,v,0,1,0,0,0,0
forgetfulness,n,0,1,0,0,0,0
forgive,v,1,0,0,0,0,0
forgiveness,n,1,0,0,0,0,0
formidable,a,0,1,0,0,0,0
fortify,v,1,0,0,0,0,0
fortitude,n,1,0,0,0,0,0
foster,v,1,0,0,0,0,0
founder,v,0,1,0,0,0,0
fragile,a,0,1,0,0,0,0
fragrant,a,1,0,0,0,0,0
frantically,a,0,1,0,0,0,0
fraudulent,a,0,1,0,0,0,0
fraught,a,0,1,0,0,0,0
freak,n,0,1,0,0,0,0
free,v,1,0,0,0,0,0
freely,r,1,0,0,0,0,0
fretful,a,0,1,0,0,0,0
friendship,n,1,0,0,0,0,0
frigid,a,0,1,0,0,0,0
frivolous,a,0,1,0,0,0,0
frolic,v,1,0,0,0,0,0
frown,n,0,1,0,0,0,0
frown,v,0,1,0,0,0,0
frugal,a,1,0,0,0,0,0
fruitful,a,1,0,0,0,0,0
fruitless,a,0,1,0,0,0,0
fumble,v,0,1,0,0,0,0
futility,n,0,1,0,0,0,0
gallant,a,1,0,0,0,0,0
gallantry,n,1,0,0,0,0,0
garnish,v,1,0,0,0,0,0
ghastly,a,0,1,0,0,0,0
gifted,a,1,0,0,0,0,0
glamorous,a,1,0,0,0,0,0
glamour,n,1,0,0,0,0,0
gleam,n,1,0,0,0,0,0
gleam,v,1,0,0,0,0,0
glean,v,1,0,0,0,0,0
glorify,v,1,0,0,0,0,0
glorious,a,1,0,0,0,0,0
glory,n,1,0,0,0,0,0
glossy,a,1,0,0,0,0,0
godlike,a,1,0,0,0,0,0
godliness,n,1,0,0,0,0,0
good,a,1,0,0,0,0,0
better,a,1,0,0,0,0,0
good-for-naught,a,0,1,0,0,0,0
good-for-nothing,a,0,1,0,0,0,0
good-natured,a,1,0,0,0,0,0
good-naturedness,n,1,0,0,0,0,0
goodness,n,1,0,0,0,0,0
gorgeous,a,1,0,0,0,0,0
grace,n,1,0,0,0,0,0
graceful,a,1,0,0,0,0,0
gracious,a,1,0,0,0,0,0
grapple,v,0,1,0,0,0,0
gratuitous,a,0,1,0,0,0,0
gravely,r,0,1,0,0,0,0
graver,a,0,1,0,0,0,0
gravest,a,0,1,0,0,0,0
great,a,1,0,0,0,0,0
greatness,n,1,0,0,0,0,0
greet,v,1,0,0,0,0,0
growl,v,0,1,0,0,0,0
gruff,a,0,1,0,0,0,0
grumble,v,0,1,0,0,0,0
guarantee,v,1,0,0,0,0,0
guerrilla,n,0,1,0,0,0,0
gullible,a,0,1,0,0,0,0
hack,n,0,1,0,0,0,0
hackney,a,0,1,0,0,0,0
haemorrhage,n,0,1,0,0,0,0
haemorrhagic,a,0,1,0,0,0,0
haggard,a,0,1,0,0,0,0
hallowed,a,1,0,0,0,0,0
hamper,v,0,1,0,0,0,0
handicap,n,0,1,0,0,0,0
hangover,n,0,1,0,0,0,0
harass,v,0,1,0,0,0,0
hardship,n,0,1,0,0,0,0
harm,n,0,1,0,0,0,0
harm,v,0,1,0,0,0,0
harmful,a,0,1,0,0,0,0
harmless,a,1,0,0,0,0,0
hassle,n,0,1,0,0,0,0
hater,n,0,1,0,0,0,0
haughty,a,0,1,0,0,0,0
haunt,v,0,1,0,0,0,0
havoc,n,0,1,0,0,0,0
hazard,n,0,1,0,0,0,0
hazard,v,0,1,0,0,0,0
hazy,a,0,1,0,0,0,0
headache,n,0,1,0,0,0,0
heal,v,1,0,0,0,0,0
healthful,a,1,0,0,0,0,0
healthier,a,1,0,0,0,0,0
healthily,r,1,0,0,0,0,0
heartless,a,0,1,0,0,0,0
hectic,a,0,1,0,0,0,0
hedge,v,0,1,0,0,0,0
hedonistic,a,0,1,0,0,0,0
heedless,a,0,1,0,0,0,0
heinous,a,0,1,0,0,0,0
helpful,a,1,0,0,0,0,0
helplessness,n,0,1,0,0,0,0
hemorrhage,n,0,1,0,0,0,0
hemorrhage,v,0,1,0,0,0,0
hemorrhagic,a,0,1,0,0,0,0
heroic,a,1,0,0,0,0,0
heroism,n,1,0,0,0,0,0
hideous,a,0,1,0,0,0,0
high-risk,a,0,1,0,0,0,0
highlight,v,1,0,0,0,0,0
hinder,v,0,1,0,0,0,0
hindrance,n,0,1,0,0,0,0
hoard,v,0,1,0,0,0,0
hobble,v,0,1,0,0,0,0
holy,a,1,0,0,0,0,0
homely,a,0,1,0,0,0,0
honestly,r,1,0,0,0,0,0
honor,v,1,0,0,0,0,0
honorable,a,1,0,0,0,0,0
honored,a,1,0,0,0,0,0
horrible,a,0,1,0,0,0,0
horrid,a,0,1,0,0,0,0
hospitable,a,1,0,0,0,0,0
humanitarian,a,1,0,0,0,0,0
humility,n,1,0,0,0,0,0
hungry,a,0,0,1,0,0,0
hustle,v,0,1,0,0,0,0
hustler,n,0,1,0,0,0,0
hypochondria,n,0,0,1,0,0,0
hypochondriac,a,0,0,1,0,0,0
hypochondriacal,a,0,0,1,0,0,0
hypochondriasis,n,0,0,1,0,0,0
hypocrisy,n,0,1,0,0,0,0
hypocrite,n,0,1,0,0,0,0
ideal,a,1,0,0,0,0,0
ideally,r,1,0,0,0,0,0
idiot,n,0,1,0,0,0,0
idiotic,a,0,1,0,0,0,0
idleness,n,0,1,0,0,0,0
ignoble,a,0,1,0,0,0,0
ignorance,n,0,1,0,0,0,0
ignorant,a,0,1,0,0,0,0
illegal,a,0,1,0,0,0,0
illegality,n,0,1,0,0,0,0
illiterate,a,0,1,0,0,0,0
illness,n,0,1,0,0,0,0
illogical,a,0,1,0,0,0,0
illuminate,v,1,0,0,0,0,0
illustrious,a,1,0,0,0,0,0
imaginative,a,1,0,0,0,0,0
immaculate,a,1,0,0,0,0,0
immaterial,a,0,1,0,0,0,0
immature,a,0,1,0,0,0,0
immoral,a,0,1,0,0,0,0
immorality,n,0,1,0,0,0,0
immortal,a,1,0,0,0,0,0
immovable,a,0,1,0,0,0,0
impair,v,0,1,0,0,0,0
impartial,a,1,0,0,0,0,0
impeachability,n,0,0,1,0,0,0
impede,v,0,1,0,0,0,0
impediment,n,0,1,0,0,0,0
imperative,a,1,0,0,0,0,0
imperfect,a,0,1,0,0,0,0
impersonal,a,0,1,0,0,0,0
impervious,a,1,0,0,0,0,0
impetuous,a,0,1,0,0,0,0
implicate,v,0,1,0,0,0,0
implore,v,0,1,0,0,0,0
important,a,1,0,0,0,0,0
impose,v,0,1,0,0,0,0
imprecision,a,0,1,0,0,0,0
impress,v,1,0,0,0,0,0
impressive,a,1,0,0,0,0,0
imprison,v,0,1,0,0,0,0
improper,a,0,1,0,0,0,0
improve,v,1,0,0,0,0,0
improved,a,1,0,0,0,0,0
improvement,n,1,0,0,0,0,0
impure,a,0,1,0,0,0,0
impurity,n,0,1,0,0,0,0
inability,n,0,1,0,0,0,0
inaccessible,a,0,1,0,0,0,0
inaccuracy,n,0,1,0,0,0,0
inadequate,a,0,1,0,0,0,0
inane,a,0,1,0,0,0,0
inaugurate,v,1,0,0,0,0,0
incapable,a,0,1,0,0,0,0
incommode,v,0,1,0,0,0,0
incommodious,a,0,1,0,0,0,0
incommodiousness,n,0,1,0,0,0,0
incompatibility,n,0,1,0,0,0,0
incompatible,a,0,1,0,0,0,0
incompetence,n,0,1,0,0,0,0
incompetent,a,0,1,0,0,0,0
inconvenience,n,0,1,0,0,0,0
inconvenience,v,0,1,0,0,0,0
inconvenient,a,0,1,0,0,0,0
incurable,a,0,1,0,0,0,0
indecent,a,0,1,0,0,0,0
indecision,n,0,1,0,0,0,0
indecisive,a,0,1,0,0,0,0
indecisiveness,n,0,1,0,0,0,0
indelicacy,n,0,1,0,0,0,0
independence,n,1,0,0,0,0,0
independency,n,1,0,0,0,0,0
independent,a,1,0,0,0,0,0
indescribable,a,1,0,0,0,0,0
indeterminable,a,0,1,0,0,0,0
indeterminate,a,0,1,0,0,0,0
indicative,a,1,0,0,0,0,0
indictability,n,0,0,1,0,0,0
indictable,a,0,0,1,0,0,0
indictment,n,0,1,0,0,0,0
indispensability,n,1,0,0,0,0,0
indomitable,a,1,0,0,0,0,0
indulge,v,0,1,0,0,0,0
industrious,a,1,0,0,0,0,0
ineffective,a,0,1,0,0,0,0
ineffectual,a,0,1,0,0,0,0
inequality,n,0,1,0,0,0,0
inexact,a,0,1,0,0,0,0
inexpensive,a,1,0,0,0,0,0
infallibility,n,1,0,0,0,0,0
infallible,a,1,0,0,0,0,0
infamous,a,0,1,0,0,0,0
infect,v,0,1,0,0,0,0
infection,n,0,1,0,0,0,0
infest,v,0,1,0,0,0,0
infiltration,n,0,1,0,0,0,0
informal,a,0,0,1,0,0,0
infringement,n,0,1,0,0,0,0
ingenious,a,1,0,0,0,0,0
ingratitude,n,0,1,0,0,0,0
inhibit,v,0,1,0,0,0,0
inhibition,n,0,1,0,0,0,0
inhumane,a,0,1,0,0,0,0
injunction,n,0,1,0,0,0,0
injure,v,0,1,0,0,0,0
injurious,a,0,1,0,0,0,0
injury,n,0,1,0,0,0,0
innocence,n,1,0,0,0,0,0
innocent,a,1,0,0,0,0,0
innovate,v,1,0,0,0,0,0
innovative,n,1,0,0,0,0,0
inquisitive,a,0,0,1,0,0,0
inquisitiveness,n,0,0,1,0,0,0
insane,a,0,1,0,0,0,0
insensible,a,0,1,0,0,0,0
inseparable,a,1,0,0,0,0,0
insidious,a,0,1,0,0,0,0
insignificant,a,0,1,0,0,0,0
insinuate,v,0,1,0,0,0,0
insistent,a,1,0,0,0,0,0
inspirational,a,1,0,0,0,0,0
instability,n,0,1,0,0,0,0
instable,a,0,1,0,0,0,0
instinctive,a,1,0,0,0,0,0
insufficient,a,0,1,0,0,0,0
integrity,n,1,0,0,0,0,0
intellect,n,1,0,0,0,0,0
intellectual,a,1,0,0,0,0,0
intellectually,r,1,0,0,0,0,0
intelligence,n,1,0,0,0,0,0
intelligent,a,1,0,0,0,0,0
intercede,v,1,0,0,0,0,0
interesting,a,1,0,0,0,0,0
interfere,v,0,1,0,0,0,0
interference,n,0,1,0,0,0,0
interpose,v,1,0,0,0,0,0
interrupt,v,0,1,0,0,0,0
interruption,n,0,1,0,0,0,0
intervention,n,0,1,0,0,0,0
intoxicate,v,0,1,0,0,0,0
intoxication,n,0,1,0,0,0,0
intricate,a,1,0,0,0,0,0
intrude,v,0,1,0,0,0,0
intrusion,n,0,1,0,0,0,0
inundate,v,0,1,0,0,0,0
inundated,a,0,1,0,0,0,0
invade,v,0,1,0,0,0,0
invalid,a,0,1,0,0,0,0
invaluable,a,1,0,0,0,0,0
invincible,a,1,0,0,0,0,0
invisible,a,0,1,0,0,0,0
involuntary,a,0,1,0,0,0,0
invulnerable,a,1,0,0,0,0,0
ironic,a,0,1,0,0,0,0
irony,n,0,1,0,0,0,0
irrational,a,0,1,0,0,0,0
irregularity,n,0,1,0,0,0,0
irresistible,a,1,0,0,0,0,0
irresponsible,a,0,1,0,0,0,0
isolate,v,0,1,0,0,0,0
isolation,n,0,1,0,0,0,0
itch,n,0,0,1,0,0,0
itch,v,0,0,1,0,0,0
jail,v,0,1,0,0,0,0
jeer,v,0,1,0,0,0,0
jerk,v,0,1,0,0,0,0
jobless,a,0,1,0,0,0,0
junk,n,0,1,0,0,0,0
justification,n,1,0,0,0,0,0
justly,r,1,0,0,0,0,0
keen,a,0,0,1,0,0,0
keenness,n,0,0,1,0,0,0
kick,n,0,1,0,0,0,0
kidnap,v,0,1,0,0,0,0
kill,n,0,1,0,0,0,0
kill,v,0,1,0,0,0,0
killer,n,0,0,0,1,0,0
kindly,r,1,0,0,0,0,0
kitschy,a,0,0,1,0,0,0
knife,v,0,1,0,0,0,0
knifelike,a,0,0,1,0,0,0
knock,n,0,1,0,0,0,0
lack,n,0,1,0,0,0,0
lack,v,0,1,0,0,0,0
lacking,a,0,1,0,0,0,0
lag,v,0,1,0,0,0,0
lame,a,0,1,0,0,0,0
landslide,n,0,0,1,0,0,0
laudable,a,1,0,0,0,0,0
lavish,a,1,0,0,0,0,0
lawful,a,1,0,0,0,0,0
lawless,a,0,1,0,0,0,0
learned,a,1,0,0,0,0,0
legitimacy,n,1,0,0,0,0,0
liable,a,0,1,0,0,0,0
liar,n,0,1,0,0,0,0
liberally,r,1,0,0,0,0,0
lie,n,0,1,0,0,0,0
lifeless,a,0,1,0,0,0,0
lifelong,a,1,0,0,0,0,0
light-headed,a,0,1,0,0,0,0
light-hearted,a,1,0,0,0,0,0
light-sensitive,a,0,0,1,0,0,0
lightheaded,a,0,1,0,0,0,0
lighthearted,a,1,0,0,0,0,0
lightsome,a,1,0,0,0,0,0
lightsomeness,n,1,0,0,0,0,0
likable,a,1,0,0,0,0,0
limit,v,0,0,0,0,1,0
limitation,n,0,1,0,0,0,0
limiting,a,0,1,0,0,0,0
limp,a,0,1,0,0,0,0
liquidate,v,0,1,0,0,0,0
liquidation,n,0,1,0,0,0,0
litter,n,0,1,0,0,0,0
lively,a,1,0,0,0,0,0
logomania,n,0,0,1,0,0,0
logorrhea,n,0,0,1,0,0,0
lone,a,0,0,1,0,0,0
loom,v,0,1,0,0,0,0
loss,n,0,1,0,0,0,0
loveless,a,0,1,0,0,0,0
loveliness,n,1,0,0,0,0,0
lovely,a,1,0,0,0,0,0
lowly,a,0,1,0,0,0,0
lowness,n,0,1,0,0,0,0
loyal,a,1,0,0,0,0,0
loyalty,n,1,0,0,0,0,0
lucid,a,1,0,0,0,0,0
luck,n,1,0,0,0,0,0
luckily,a,1,0,0,0,0,0
lucrative,a,1,0,0,0,0,0
luminous,a,1,0,0,0,0,0
lunatic,n,0,1,0,0,0,0
lure,v,0,1,0,0,0,0
lurk,v,0,1,0,0,0,0
luster,n,1,0,0,0,0,0
lustrous,a,1,0,0,0,0,0
luxuriant,a,1,0,0,0,0,0
luxurious,a,1,0,0,0,0,0
luxury,n,1,0,0,0,0,0
lying,n,0,1,0,0,0,0
madman,n,0,1,0,0,0,0
magical,a,1,0,0,0,0,0
magnetism,n,1,0,0,0,0,0
magnificence,n,1,0,0,0,0,0
magnificent,a,1,0,0,0,0,0
majestic,a,1,0,0,0,0,0
majesty,n,1,0,0,0,0,0
maladjusted,a,0,1,0,0,0,0
maladjustment,n,0,1,0,0,0,0
malignant,a,0,1,0,0,0,0
manageable,a,1,0,0,0,0,0
mangle,v,0,1,0,0,0,0
mania,n,0,0,1,0,0,0
manic,a,0,1,0,0,0,0
manichaean,a,0,0,1,0,0,0
manichaeanism,n,0,0,1,0,0,0
manichaeism,n,0,0,1,0,0,0
manichean,a,0,0,1,0,0,0
manichee,a,0,0,1,0,0,0
manipulate,v,0,1,0,0,0,0
manly,a,1,0,0,0,0,0
manslaughter,n,0,1,0,0,0,0
mar,n,0,1,0,0,0,0
mar,v,0,1,0,0,0,0
marvelous,a,1,0,0,0,0,0
massacre,v,0,1,0,0,0,0
masterful,a,1,0,0,0,0,0
matchless,a,1,0,0,0,0,0
matter,v,1,0,0,0,0,0
mature,v,1,0,0,0,0,0
maximize,v,0,0,0.5,0,0,0
meager,a,0,1,0,0,0,0
meaningful,a,1,0,0,0,0,0
meaningless,a,0,1,0,0,0,0
measurable,a,1,0,0,0,0,0
meddle,v,0,1,0,0,0,0
mediate,v,1,0,0,0,0,0
mediocre,a,0,1,0,0,0,0
meek,a,0,1,0,0,0,0
mellow,a,1,0,0,0,0,0
meltdown,n,0,0,1,0,0,0
memorable,a,1,0,0,0,0,0
menace,n,0,1,0,0,0,0
mend,v,1,0,0,0,0,0
menial,a,0,1,0,0,0,0
merciless,a,0,1,0,0,0,0
merit,n,1,0,0,0,0,0
merit,v,1,0,0,0,0,0
meritorious,a,1,0,0,0,0,0
mesh,v,1,0,0,0,0,0
mess,n,0,1,0,0,0,0
meticulous,a,1,0,0,0,0,0
mindful,a,1,0,0,0,0,0
minister,v,1,0,0,0,0,0
miracle,n,1,0,0,0,0,0
miraculous,a,1,0,0,0,0,0
misbehave,v,0,1,0,0,0,0
misbehavior,n,0,1,0,0,0,0
mischievous,a,0,1,0,0,0,0
misfortune,n,0,1,0,0,0,0
mishandle,v,0,1,0,0,0,0
misinform,v,0,1,0,0,0,0
misinformed,a,0,1,0,0,0,0
mislead,v,0,1,0,0,0,0
misrepresent,v,0,1,0,0,0,0
mistake,n,0,1,0,0,0,0
mistake,v,0,1,0,0,0,0
mistaken,v,0,1,0,0,0,0
misunderstand,v,0,1,0,0,0,0
misunderstood,v,0,1,0,0,0,0
misuse,n,0,1,0,0,0,0
moan,v,0,0,1,0,0,0
mobilize,v,1,0,0,0,0,0
mock,v,0,1,0,0,0,0
moderate,v,0,0,1,0,0,0
modest,a,1,0,0,0,0,0
modesty,n,1,0,0,0,0,0
molest,v,0,1,0,0,0,0
momentous,a,1,0,0,0,0,0
moneyed,a,1,0,0,0,0,0
monotonous,a,0,1,0,0,0,0
monotony,n,0,1,0,0,0,0
monster,n,0,1,0,0,0,0
monstrous,a,0,1,0,0,0,0
monumental,a,1,0,0,0,0,0
moral,a,1,0,0,0,0,0
moralistic,a,1,0,0,0,0,0
motionless,a,0,1,0,0,0,0
muddle,v,0,1,0,0,0,0
muddy,a,0,1,0,0,0,0
mundane,a,0,1,0,0,0,0
murder,n,0,1,0,0,0,0
murder,v,0,1,0,0,0,0
murky,a,0,1,0,0,0,0
mushy,a,0,1,0,0,0,0
mutter,v,0,1,0,0,0,0
nag,v,0,1,0,0,0,0
naive,a,0,1,0,0,0,0
narcissistic,a,0,1,0,0,0,0
nasty,a,0,1,0,0,0,0
naturally,r,1,0,0,0,0,0
naughty,a,0,1,0,0,0,0
navigable,a,1,0,0,0,0,0
neat,a,1,0,0,0,0,0
nebulous,a,0,1,0,0,0,0
necromania,n,0,0,1,0,0,0
necrophilia,n,0,0,1,0,0,0
necrophilism,n,0,0,1,0,0,0
needle,v,0,1,0,0,0,0
needy,a,0,1,0,0,0,0
negate,v,0,1,0,0,0,0
negative,a,0,1,0,0,0,0
neglect,n,0,1,0,0,0,0
neglect,v,0,1,0,0,0,0
negligence,n,0,1,0,0,0,0
negligent,a,0,1,0,0,0,0
negotiate,v,1,0,0,0,0,0
neutralize,v,0,1,0,0,0,0
nice,a,1,0,0,0,0,0
nicely,r,1,0,0,0,0,0
nightmare,n,0,1,0,0,0,0
nimble,a,1,0,0,0,0,0
no-account,a,0,0,1,0,0,0
no-count,a,0,0,1,0,0,0
no-good,a,0,1,0,0,0,0
noise,n,0,1,0,0,0,0
noiseless,a,1,0,0,0,0,0
nonchalant,a,0,1,0,0,0,0
nonplus,v,0,1,0,0,0,0
nonsense,n,0,1,0,0,0,0
nonsocial,a,0,1,0,0,0,0
normal,a,1,0,0,0,0,0
nosey,a,0,1,0,0,0,0
notable,a,1,0,0,0,0,0
notorious,a,0,1,0,0,0,0
nourish,v,1,0,0,0,0,0
novice,a,0,1,0,0,0,0
nuisance,n,0,1,0,0,0,0
nullify,v,0,1,0,0,0,0
numb,a,0,1,0,0,0,0
nurse,v,1,0,0,0,0,0
nurture,v,1,0,0,0,0,0
nympholepsy,n,0,0,1,0,0,0
obedient,a,1,0,0,0,0,0
obey,v,1,0,0,0,0,0
object,v,0,1,0,0,0,0
objective,a,1,0,0,0,0,0
objectively,r,1,0,0,0,0,0
oblige,v,1,0,0,0,0,0
oblique,a,0,1,0,0,0,0
obliterate,v,0,1,0,0,0,0
obnoxious,a,0,1,0,0,0,0
obsolete,a,0,1,0,0,0,0
obstinacy,n,0,0,1,0,0,0
obstinance,n,0,0,1,0,0,0
obstinate,a,0,1,0,0,0,0
obstruct,v,0,1,0,0,0,0
obtain,v,1,0,0,0,0,0
obtainable,a,1,0,0,0,0,0
oddity,n,0,1,0,0,0,0
offender,n,0,1,0,0,0,0
offensive,a,0,1,0,0,0,0
offset,v,1,0,0,0,0,0
ominous,a,0,1,0,0,0,0
omission,n,0,1,0,0,0,0
omit,v,0,1,0,0,0,0
openly,r,1,0,0,0,0,0
opinionated,a,0,1,0,0,0,0
opponent,n,0,1,0,0,0,0
opportune,a,1,0,0,0,0,0
opportunity,n,1,0,0,0,0,0
oppose,v,0,1,0,0,0,0
opposition,n,0,1,0,0,0,0
optimal,a,1,0,0,0,0,0
optional,a,1,0,0,0,0,0
ordeal,n,0,1,0,0,0,0
organized,a,1,0,0,0,0,0
originality,n,1,0,0,0,0,0
oust,v,0,1,0,0,0,0
outgoing,a,1,0,0,0,0,0
outlaw,n,0,1,0,0,0,0
outrageous,a,0,1,0,0,0,0
outright,a,1,0,0,0,0,0
outrun,v,1,0,0,0,0,0
outstanding,a,1,0,0,0,0,0
outwit,v,1,0,0,0,0,0
overbearing,a,0,1,0,0,0,0
overcome,v,1,0,0,0,0,0
overflow,v,0,1,0,0,0,0
overlook,v,0,1,0,0,0,0
overpower,v,0,1,0,0,0,0
overrun,v,0,1,0,0,0,0
overthrow,v,0,1,0,0,0,0
overturn,v,0,1,0,0,0,0
overwhelming,a,0,1,0,0,0,0
overworked,a,0,1,0,0,0,0
owe,v,0,1,0,0,0,0
painful,a,0,1,0,0,0,0
painstaking,a,1,0,0,0,0,0
palatable,a,1,0,0,0,0,0
palatial,a,1,0,0,0,0,0
paltry,a,0,1,0,0,0,0
pamper,v,1,0,0,0,0,0
paralyzed,a,0,1,0,0,0,0
paramount,a,1,0,0,0,0,0
parasite,n,0,1,0,0,0,0
partition,v,0,1,0,0,0,0
passe,a,0,1,0,0,0,0
patience,n,1,0,0,0,0,0
patient,a,1,0,0,0,0,0
patiently,r,1,0,0,0,0,0
patriotic,a,1,0,0,0,0,0
patronize,v,0,1,0,0,0,0
peace,n,1,0,0,0,0,0
peaceable,a,1,0,0,0,0,0
peaceful,a,1,0,0,0,0,0
peerless,a,1,0,0,0,0,0
penetrating,a,0,0,1,0,0,0
penetrative,a,0,0,1,0,0,0
pensive,a,0,0,1,0,0,0
pensiveness,n,0,0,1,0,0,0
peradventure,n,0,0,1,0,0,0
perfect,v,1,0,0,0,0,0
perfection,n,1,0,0,0,0,0
perish,v,0,1,0,0,0,0
permit,v,1,0,0,0,0,0
persecute,v,0,1,0,0,0,0
persecution,n,0,1,0,0,0,0
perseverance,n,1,0,0,0,0,0
persevere,v,1,0,0,0,0,0
persuasive,a,1,0,0,0,0,0
pertinent,a,1,0,0,0,0,0
perverse,a,0,1,0,0,0,0
pervert,n,0,1,0,0,0,0
pessimistic,a,0,1,0,0,0,0
pest,n,0,1,0,0,0,0
petty,a,0,1,0,0,0,0
picturesque,a,1,0,0,0,0,0
pigheaded,a,0,1,0,0,0,0
pigheadedness,n,0,1,0,0,0,0
pinch,v,0,1,0,0,0,0
pinnacle,n,1,0,0,0,0,0
pinprick,n,0,1,0,0,0,0
pious,a,1,0,0,0,0,0
pitiless,a,0,1,0,0,0,0
plausibility,n,1,0,0,0,0,0
playful,a,1,0,0,0,0,0
pleasing,a,1,0,0,0,0,0
pledge,v,1,0,0,0,0,0
plight,n,0,1,0,0,0,0
plod,v,0,1,0,0,0,0
plot,v,0,1,0,0,0,0
poetic,a,1,0,0,0,0,0
poignant,a,1,0,0,0,0,0
pointed,a,0,1,0,0,0,0
pointless,a,0,1,0,0,0,0
poisonous,a,0,1,0,0,0,0
poker-faced,a,0,0,1,0,0,0
politeness,n,1,0,0,0,0,0
pollute,v,0,1,0,0,0,0
pollution,n,0,1,0,0,0,0
pompous,a,0,1,0,0,0,0
pondering,a,0,0,1,0,0,0
poor,a,0,1,0,0,0,0
poorly,r,0,1,0,0,0,0
popularity,n,1,0,0,0,0,0
portable,a,1,0,0,0,0,0
positive,a,1,0,0,0,0,0
potency,n,1,0,0,0,0,0
potent,a,1,0,0,0,0,0
potomania,n,0,0,1,0,0,0
pound,v,0,1,0,0,0,0
poverty,n,0,1,0,0,0,0
powerfully,r,1,0,0,0,0,0
powerless,a,0,1,0,0,0,0
